funcion1	funcion2	R	P
G..aggregatum	Oribatida	0.737617544084951	0.000476347914655451
Stenotrophomonas	Mesostigmata	0.707107648030665	0.00103200356816879
Aliidongia	Mesostigmata	0.768798726893133	0.000192829730230937
Mesofauna	Prostigmata	0.740841137344708	0.000436358412232885
Fauna.Total	Prostigmata	0.713623105997203	0.00088204103838363
Funneliformis.coronatum	Prostigmata	0.868097832695373	3.02098022197939e-06
Riqueza	Prostigmata	0.788603126999797	0.000100794645965241
Equitatividad..1	Prostigmata	0.817763611336485	3.39276658571919e-05
Alicyclobacillus	Prostigmata	0.788603126999797	0.000100794645965241
Nitrosovibrio	Prostigmata	0.788603126999797	0.000100794645965241
X063..16.1.w5c	Collembola	0.793318540870249	8.55112001918457e-05
Fauna.Total	Mesofauna	0.990628620510371	2.88657986402541e-15
COM	COPf	-0.703526470681448	0.00112308622338553
pH	COPf	0.99145739820804	1.33226762955019e-15
Humedad.Vol..aut....	COPf	0.710707468024014	0.000946729047970329
Temp...suelo...C.	COPf	0.810553659885689	4.51674054779971e-05
Taire.Tsuelo	COPf	0.890445749032731	4.49221756027018e-05
Prosthecobacter	COPf	0.731310340973526	0.000563516993133062
Caulobacter	COPf	0.870388279778489	2.64579228437256e-06
CandidatusXiphinematobacter	COPf	0.753467723440627	0.000305709922259645
Cellvibrio	COPf	0.889297291799887	7.9713953704541e-07
Phyllobacterium	COPf	0.889297291799887	7.9713953704541e-07
Coprococcus	COPf	0.889297291799887	7.9713953704541e-07
Kaistia	COPf	0.889297291799887	7.9713953704541e-07
Acidovorax	COPf	0.889297291799887	7.9713953704541e-07
Kineosporia	COPf	0.889297291799887	7.9713953704541e-07
pH	COM	-0.729959153224515	0.000583830077935055
Pe	COM	-0.783371265739515	0.000120402728593483
CHs	COM	0.782071840457361	0.000125744569025255
Humedad.Vol..aut....	COM	-0.820199532264724	3.07151415031015e-05
Pe	pH	0.759106079878147	0.000259046746740488
Humedad.Vol..aut....	pH	0.73740995281477	0.000479025058326199
Temp...suelo...C.	pH	0.755998566400374	0.00028395840786688
Taire.Tsuelo	pH	0.82742721687035	0.000481675496251999
Caulobacter	pH	0.830843023977164	1.95355204093417e-05
Cellvibrio	pH	0.822050459218109	2.84510328034671e-05
Phyllobacterium	pH	0.822050459218109	2.84510328034671e-05
Coprococcus	pH	0.822050459218109	2.84510328034671e-05
Kaistia	pH	0.822050459218109	2.84510328034671e-05
Acidovorax	pH	0.822050459218109	2.84510328034671e-05
Kineosporia	pH	0.822050459218109	2.84510328034671e-05
Pe	Nt	-0.788149737578871	0.000102379004048192
CHs	Nt	0.700685378754259	0.00120001450731566
Humedad.Vol..aut....	Nt	-0.70256400734717	0.00114867344383107
CHs	Pe	-0.705827515192634	0.0010638280633104
Humedad.Vol..aut....	Pe	0.801142244901452	6.44867503880597e-05
X100..TBSA.10Me18.0	Pe	0.802264943421081	6.18656270208184e-05
Asticcacaulis	Pe	0.837056403872548	1.47845397697743e-05
Aquamonas	Pe	0.837056403872548	1.47845397697743e-05
Amaricoccus	Pe	0.837056403872548	1.47845397697743e-05
Desulfobacula	Pe	0.837056403872548	1.47845397697743e-05
QuimioOrganotroficos	Pt	-0.70019258567778	0.00121379322879767
Lysobacter	Pt	-0.780936790729519	0.000130573562651559
pH.1	CHt	0.726008035960671	0.000646778800159398
Humedad.Vol..aut....	CHs	-0.874602612464501	2.05928358143481e-06
Opitutus	CHs	-0.719347995382999	0.000765710961067256
Sclerocystis.sinuosum	Humedad.Vol..aut....	0.704873991355923	0.00108806002138628
Taire.Tsuelo	Temp...suelo...C.	0.897259635715667	3.19852666148535e-05
Dentiscutata.heterogama	Temp...suelo...C.	0.742543374163142	0.000416404740577025
X058..16.0.ISO	Temp...suelo...C.	0.777947912087553	0.000144046755952143
Prosthecobacter	Temp...suelo...C.	0.754417551080582	0.000297387811398098
Chondromyces	Temp...suelo...C.	0.706382487927077	0.00104993245362572
Caulobacter	Temp...suelo...C.	0.762484668272808	0.000234077268403965
CandidatusXiphinematobacter	Temp...suelo...C.	0.849830260786115	8.0279329526256e-06
Cellvibrio	Temp...suelo...C.	0.887831096452654	8.81399236707381e-07
Phyllobacterium	Temp...suelo...C.	0.887831096452654	8.81399236707381e-07
Coprococcus	Temp...suelo...C.	0.887831096452654	8.81399236707381e-07
Kaistia	Temp...suelo...C.	0.887831096452654	8.81399236707381e-07
Acidovorax	Temp...suelo...C.	0.887831096452654	8.81399236707381e-07
Kineosporia	Temp...suelo...C.	0.887831096452654	8.81399236707381e-07
Taire.Tsuelo	Tem..aire...C.	0.939185365795409	1.94183753521315e-06
Acaulospora.alpina	Tem..aire...C.	0.805046230449633	5.57592293177755e-05
Prosthecobacter	Tem..aire...C.	0.850795172242237	7.64884309001346e-06
Chondromyces	Tem..aire...C.	0.745088132593498	0.000388006778065941
Caulobacter	Tem..aire...C.	0.810114918750376	4.59430509678338e-05
Terriglobus	Tem..aire...C.	0.794741159043432	8.13061457436426e-05
Cellvibrio	Tem..aire...C.	0.835023044598675	1.6216302886285e-05
Phyllobacterium	Tem..aire...C.	0.835023044598675	1.6216302886285e-05
Coprococcus	Tem..aire...C.	0.835023044598675	1.6216302886285e-05
Kaistia	Tem..aire...C.	0.835023044598675	1.6216302886285e-05
Acidovorax	Tem..aire...C.	0.835023044598675	1.6216302886285e-05
Kineosporia	Tem..aire...C.	0.835023044598675	1.6216302886285e-05
Septoglomus.constrictum	Taire.Tsuelo	0.95835255458823	2.51230440895256e-07
X058..16.0.ISO	Taire.Tsuelo	0.780677976446454	0.00163519750745045
Prosthecobacter	Taire.Tsuelo	0.940982839996935	1.65222968395717e-06
Chondromyces	Taire.Tsuelo	0.846152800051022	0.000266021441208686
Caulobacter	Taire.Tsuelo	0.946955689447252	9.29503204183391e-07
Terriglobus	Taire.Tsuelo	0.88662878115013	5.38230210467283e-05
CandidatusXiphinematobacter	Taire.Tsuelo	0.842473136896962	0.000300703520805579
Oscillochloris	Taire.Tsuelo	0.786759174934845	0.00141868545988277
Cellvibrio	Taire.Tsuelo	0.980873378617611	3.63236107858711e-09
Phyllobacterium	Taire.Tsuelo	0.980873378617611	3.63236107858711e-09
Coprococcus	Taire.Tsuelo	0.980873378617611	3.63236107858711e-09
Kaistia	Taire.Tsuelo	0.980873378617611	3.63236107858711e-09
Acidovorax	Taire.Tsuelo	0.980873378617611	3.63236107858711e-09
Kineosporia	Taire.Tsuelo	0.980873378617611	3.63236107858711e-09
G..aggregatum	Densidad..g.cm3.	0.746210055837208	0.00217606214788457
X115..20.1.w9c	Densidad..g.cm3.	0.831364252371143	0.000427674158479663
Kaistobacter	Densidad..g.cm3.	0.736584210557944	0.00265902547180374
PF	HT	0.970222775852073	2.83093548603119e-11
A..denticulata	HT	0.912350240437817	1.32659506490995e-07
pH.1	HT	0.714765135224909	0.000857728982391448
Paludibaculum	HT	0.846501429568226	9.46203799045975e-06
Pe.1	PT	0.756217817157389	0.000282137032310281
A..denticulata	PF	0.902561991934263	2.99787962010356e-07
pH.1	PF	0.773000352980749	0.000168931930728755
Paludibaculum	PF	0.796354935333935	7.67498136529099e-05
Km	Vmax	-0.747523491115921	0.000362371088809654
X.Vmax_Km.	Km	-0.816130102197882	3.62387884500492e-05
A..laevis	nifH_.qPCR.	0.776737396818709	0.000149828547858499
A..mellea	nifH_.qPCR.	0.823982478949531	2.62411706226651e-05
Entrophospora.infrequens	nifH_.qPCR.	0.972682208119937	1.43147715903069e-11
S..calospora	nifH_.qPCR.	0.806939241036509	5.19029842063201e-05
X042..15.1.ISO.G	nifH_.qPCR.	0.715642735445172	0.000839428262211506
X091..18.0iso	nifH_.qPCR.	0.804132314204129	5.77064941822414e-05
X096..18.0	nifH_.qPCR.	0.941539831432434	5.70517189046882e-09
Micromonospora	nifH_.qPCR.	0.984963166828657	1.25233157177718e-13
Cupriavidus	nifH_.qPCR.	0.984963166828657	1.25233157177718e-13
Dyella	nifH_.qPCR.	0.984963166828657	1.25233157177718e-13
A..rehmii	Acaulospora.alpina	0.761300118157658	0.000242589703498108
Pacispora.sp..1	Acaulospora.alpina	0.728183448092055	0.000611454065036376
Brevundimonas	Acaulospora.alpina	0.85418881040603	6.43484586149157e-06
A.ProteinasyAA	Acaulospora.alpina	-0.723669936357065	0.000686632227584028
A..scrobiculata	A..bireticulata	0.83158980907951	1.89032320545568e-05
A..spinosa	A..delicata	0.893149601320093	6.08029497639606e-07
Glomus.brohultii	A..delicata	0.809098940019062	4.77828377922762e-05
X010..10.0.2OH	A..denticulata	0.711715720647743	0.000923926776576822
Nt.1	A..denticulata	0.702237644317564	0.00115745911460974
Paludibaculum	A..denticulata	0.828151460472816	2.19666898768622e-05
C..luteum	A..excavata	0.878199941257007	1.65084755332501e-06
Sclerocystis.sinuosum	A..excavata	0.813000918374599	4.10423005061666e-05
S..dipapillosa	A..excavata	0.84310734884269	1.11448814306137e-05
Geobacter	A..excavata	0.791712274962808	9.04795382461465e-05
Streptosporangium	A..excavata	0.935660513339912	1.20520295965321e-08
Arenimonas	A..excavata	0.935660513339912	1.20520295965321e-08
Entrophospora.infrequens	A..laevis	0.743275585764613	0.000408060522501419
Glomus.brohultii	A..laevis	0.714861619842398	0.000855700838226392
S..calospora	A..laevis	0.944680308802034	3.70485064848936e-09
X096..18.0	A..laevis	0.777765186567162	0.000144907214169043
Micromonospora	A..laevis	0.766806660347631	0.000205121063099778
Cupriavidus	A..laevis	0.766806660347631	0.000205121063099778
Dyella	A..laevis	0.766806660347631	0.000205121063099778
C..etunicatum	A..mellea	0.785357264455452	0.000112610269276114
Entrophospora.infrequens	A..mellea	0.811073026941654	4.42636588102729e-05
S..calospora	A..mellea	0.770614081468469	0.000182176156099612
X090..18.3.w6c..6	A..mellea	0.713544041378883	0.000883745249127044
X091..18.0iso	A..mellea	0.741768878155694	0.000425386256624805
X096..18.0	A..mellea	0.712662752531988	0.0009029277099315
Micromonospora	A..mellea	0.819164694049777	3.20466713132905e-05
Cupriavidus	A..mellea	0.819164694049777	3.20466713132905e-05
Dyella	A..mellea	0.819164694049777	3.20466713132905e-05
Gigaspora.decipiens	A..scrobiculata	0.78442364494093	0.00011621852877175
R...intraradices	A..scrobiculata	0.946567903959786	2.82331269474412e-09
Glomus.brohultii	A..spinosa	0.732146536611046	0.000551245077284213
X069..16.0.10.methyl	A..spinosa	0.801368465510332	6.39511430091666e-05
Act.Nitrificante	A..spinosa	0.710480364107362	0.000951929314199296
Sclerocystis.sp..1	Ambispora.leptoticha	0.889980244764451	7.60326475557349e-07
Spirochaeta	Ambispora.leptoticha	0.89451370618142	5.51074641474969e-07
Geothrix	Ambispora.leptoticha	0.89451370618142	5.51074641474969e-07
Iamia	Ambispora.leptoticha	0.89451370618142	5.51074641474969e-07
Desulfosporomusa	Ambispora.leptoticha	0.89451370618142	5.51074641474969e-07
Verrucosispora	Ambispora.leptoticha	0.89451370618142	5.51074641474969e-07
Rhizophagus.clarus	Archaeospora.trappei	0.711401389822508	0.000930985921729022
X083..17.0	Archaeospora.trappei	0.700391792030442	0.00120820758364726
X084..16.1.2OH	Archaeospora.trappei	0.71678827953111	0.000816031178896282
Bosea	Archaeospora.trappei	0.806331721183459	5.31150216676046e-05
Actinospica	Archaeospora.trappei	0.775929044314668	0.000153797793816857
Marmoricola	Claroideoglomus.claroideum	0.711043834578193	0.00093907036929286
X090..18.3.w6c..6	C..etunicatum	0.711069373255064	0.000938490997904662
Porosidad	C..etunicatum	-0.767629472557619	0.00019996638005515
Sclerocystis.sinuosum	C..luteum	0.952027620259997	1.21284360332652e-09
S..dipapillosa	C..luteum	0.888340030902152	8.51321265926686e-07
Streptosporangium	C..luteum	0.969122835822411	3.77096132098131e-11
Arenimonas	C..luteum	0.969122835822411	3.77096132098131e-11
S..calospora	Entrophospora.infrequens	0.809959414350601	4.62206734226367e-05
X042..15.1.ISO.G	Entrophospora.infrequens	0.701442676472543	0.00117909361749535
X091..18.0iso	Entrophospora.infrequens	0.838411930858231	1.38913624296855e-05
X096..18.0	Entrophospora.infrequens	0.89818096083467	4.20192473704617e-07
Micromonospora	Entrophospora.infrequens	0.992163965929926	6.66133814775094e-16
Paenibacillus	Entrophospora.infrequens	0.703295324046428	0.00112918761275993
Cupriavidus	Entrophospora.infrequens	0.992163965929926	6.66133814775094e-16
Dyella	Entrophospora.infrequens	0.992163965929926	6.66133814775094e-16
Equitatividad..1	Funneliformis.coronatum	0.716637418317573	0.000819080955834828
X083..17.0	F..geosporus	0.945353169987632	3.3665310539277e-09
X084..16.1.2OH	F..geosporus	0.921689614319106	5.55072598995565e-08
X090..18.3.w6c..6	F..geosporus	0.715913702967425	0.000833843999672457
Couchioplanes	F..geosporus	0.973670884260854	1.06918918163501e-11
Rhodobaca	F..geosporus	0.973670884260854	1.06918918163501e-11
G..margarita	Gigaspora.decipiens	0.949416125915564	1.83810433540543e-09
R...intraradices	Gigaspora.decipiens	0.836199104506327	1.5374419951808e-05
Rhizophagus.clarus	G..gigantea	0.750541724752328	0.000332589129906191
X051..15.0	G..gigantea	0.835818968470321	1.56423516082249e-05
Gemmata	G..rosea	-0.775757860563192	0.000154649665554896
X069..16.0.10.methyl	Glomus.brohultii	0.796717213461713	7.57573238596709e-05
Nordella	Pacispora.sp..1	0.773823697640023	0.000164555369335684
Vicinamibacter	Pacispora.sp..1	0.812717594938624	4.15028003746265e-05
Dentiscutata.heterogama	R..fasciculatum	0.817597383736042	3.41569515449613e-05
CandidatusXiphinematobacter	R..fasciculatum	0.903936818431211	2.68767549993498e-07
Oscillochloris	R..fasciculatum	0.72104562869516	0.00073378851483219
S..dipapillosa	Sclerocystis.sinuosum	0.860175524902697	4.69316574802647e-06
Streptosporangium	Sclerocystis.sinuosum	0.907039368436021	2.08772901633125e-07
Arenimonas	Sclerocystis.sinuosum	0.907039368436021	2.08772901633125e-07
X092..18.1.w9c	Sclerocystis.sp..1	0.729912982844376	0.000584534866004294
X093..18.1.w7c	Sclerocystis.sp..1	0.806419447339042	5.29385296617058e-05
Spirochaeta	Sclerocystis.sp..1	0.999054596810633	0
Geothrix	Sclerocystis.sp..1	0.999054596810633	0
Iamia	Sclerocystis.sp..1	0.999054596810633	0
Desulfosporomusa	Sclerocystis.sp..1	0.999054596810633	0
Verrucosispora	Sclerocystis.sp..1	0.999054596810633	0
Act.Litica	Sclerocystis.sp..1	0.744083453179573	0.000399017499416399
ParasitosBacterias	Sclerocystis.sp..1	0.744083453179573	0.000399017499416399
Luteibacter	Scutellospora.biornata	0.705239511889655	0.00107871732589526
Methylococcus	Scutellospora.biornata	0.900414433573523	3.54433516092101e-07
Halorhodospira	Scutellospora.biornata	0.900414433573523	3.54433516092101e-07
Mycoplana	Scutellospora.biornata	0.900414433573523	3.54433516092101e-07
Dehalobacterium	Scutellospora.biornata	0.900414433573523	3.54433516092101e-07
Rhodobacter	Scutellospora.biornata	0.900414433573523	3.54433516092101e-07
Selenomonas	Scutellospora.biornata	0.900414433573523	3.54433516092101e-07
X096..18.0	S..calospora	0.733402431805986	0.000533234695443641
Micromonospora	S..calospora	0.812403257008436	4.20188524263843e-05
Cupriavidus	S..calospora	0.812403257008436	4.20188524263843e-05
Dyella	S..calospora	0.812403257008436	4.20188524263843e-05
Streptosporangium	S..dipapillosa	0.903482946842675	2.78686002053163e-07
Arenimonas	S..dipapillosa	0.903482946842675	2.78686002053163e-07
X078..17.1.w8c	S..rubra	0.771218722655223	0.000178740066330008
Steroidobacter	S..rubra	0.787586175502487	0.000104377744157391
Acetobacter	S..rubra	0.787586175502487	0.000104377744157391
Dehalococcoides	S..rubra	0.787586175502487	0.000104377744157391
X071..15.0.3OH	Scutellospora.sp..1	0.981424926999891	6.72351063712995e-13
Afipia	Scutellospora.sp..1	0.980389128619746	1.0342837697408e-12
X100..TBSA.10Me18.0	Racocetra.fulgida	0.78718090501123	0.000105835443886093
Asticcacaulis	Racocetra.fulgida	0.841760787487051	1.18801898261189e-05
Parachlamydia	Racocetra.fulgida	0.729343409500392	0.000593288120692037
Aquamonas	Racocetra.fulgida	0.841760787487051	1.18801898261189e-05
Amaricoccus	Racocetra.fulgida	0.841760787487051	1.18801898261189e-05
Desulfobacula	Racocetra.fulgida	0.841760787487051	1.18801898261189e-05
CandidatusXiphinematobacter	Dentiscutata.heterogama	0.894485269817392	5.52213149429548e-07
X042..15.1.ISO.G	Diversidad..1	0.829129409448839	2.10550757597794e-05
Desulfospira	Diversidad..1	0.771071794118748	0.000179569962281301
Equitatividad..1	Riqueza	0.963529318081743	1.40358835665211e-10
X095..18.1.w5c	Riqueza	0.701641775893576	0.00117364397275677
Alicyclobacillus	Riqueza	1	0
Nitrosovibrio	Riqueza	1	0
X087..17.0.10.methyl	Equitatividad..1	0.731312384149566	0.000563486731263829
X095..18.1.w5c	Equitatividad..1	0.773387042852702	0.000166864351976326
Methylosinus	Equitatividad..1	0.766130877682874	0.000209438109167959
Alicyclobacillus	Equitatividad..1	0.963529318081743	1.40358835665211e-10
Nitrosovibrio	Equitatividad..1	0.963529318081743	1.40358835665211e-10
Acidiferrimicrobium	Equitatividad..1	0.733820292564207	0.000527352715719243
Rhodopseudomonas	X010..10.0.2OH	0.853119232281646	6.79820055737856e-06
pH.1	X010..10.0.2OH	0.735349820166402	0.000506283928375151
Nt.1	X010..10.0.2OH	0.734357217904095	0.000519874624853145
Methylococcus	X032..14.0.ISO	0.808428885070431	4.90302163997924e-05
Halorhodospira	X032..14.0.ISO	0.808428885070431	4.90302163997924e-05
Mycoplana	X032..14.0.ISO	0.808428885070431	4.90302163997924e-05
Dehalobacterium	X032..14.0.ISO	0.808428885070431	4.90302163997924e-05
Rhodobacter	X032..14.0.ISO	0.808428885070431	4.90302163997924e-05
Selenomonas	X032..14.0.ISO	0.808428885070431	4.90302163997924e-05
X090..18.3.w6c..6	X042..15.1.ISO.G	0.704672146375592	0.00109324795740373
Micromonospora	X042..15.1.ISO.G	0.729858823419222	0.000585362513932708
Cupriavidus	X042..15.1.ISO.G	0.729858823419222	0.000585362513932708
Dyella	X042..15.1.ISO.G	0.729858823419222	0.000585362513932708
X100..TBSA.10Me18.0	X046..15.0.ANTEISO	0.764424601943731	0.000220680728029388
Nitrobacter	X046..15.0.ANTEISO	0.717046870905332	0.000810825594243392
X064..16.0	X051..15.0	0.714712750968805	0.000858831797946102
X072..ANTEISO.17.1.w9c	X051..15.0	0.872469733064001	2.3403227247254e-06
X076..17.0.ANTEISO	X051..15.0	0.866685105509846	3.27449141335201e-06
Mesorhizobium	X051..15.0	0.826480409674293	2.36024728899054e-05
Massilia	X051..15.0	0.790469143660319	9.4490817561077e-05
Ammoniphilus	X051..15.0	0.8612698245117	4.42318779336759e-06
Shigella	X051..15.0	0.8612698245117	4.42318779336759e-06
No	X051..15.0	0.8612698245117	4.42318779336759e-06
QuimioAutotrofos	X051..15.0	0.863231781293695	3.97244669714247e-06
Nt.1	X051..15.0	0.8182904871747	3.32095705739555e-05
Flavobacterium	X056..16.1.ISO.H	0.769301866599746	0.000189825640602104
Stenotrophomonas	X056..16.1.ISO.H	0.941055639634725	6.08493522236131e-09
Acidimicrobium	X056..16.1.ISO.H	0.769301866599746	0.000189825640602104
Virgisporangium	X056..16.1.ISO.H	0.769301866599746	0.000189825640602104
Archangium	X056..16.1.ISO.H	0.769301866599746	0.000189825640602104
Nannocystis	X056..16.1.ISO.H	0.769301866599746	0.000189825640602104
Temp_aire	X056..16.1.ISO.H	0.751718886564348	0.000321545805701984
Chondromyces	X058..16.0.ISO	0.722794630656401	0.000702070477758721
CandidatusXiphinematobacter	X058..16.0.ISO	0.760911979610843	0.000245435090987289
Cellvibrio	X058..16.0.ISO	0.749507561692473	0.000342552495944615
Phyllobacterium	X058..16.0.ISO	0.749507561692473	0.000342552495944615
Coprococcus	X058..16.0.ISO	0.749507561692473	0.000342552495944615
Kaistia	X058..16.0.ISO	0.749507561692473	0.000342552495944615
Acidovorax	X058..16.0.ISO	0.749507561692473	0.000342552495944615
Kineosporia	X058..16.0.ISO	0.749507561692473	0.000342552495944615
X093..18.1.w7c	X060..16.0.ANTEISO	0.851038546912948	7.55568861121603e-06
X072..ANTEISO.17.1.w9c	X064..16.0	0.750097098014095	0.000336842473359855
X076..17.0.ANTEISO	X064..16.0	0.756716633488558	0.000278029852155193
Mesorhizobium	X064..16.0	0.729450797750496	0.000591629429190554
Ammoniphilus	X064..16.0	0.757705210605147	0.000270038703509057
Shigella	X064..16.0	0.757705210605147	0.000270038703509057
No	X064..16.0	0.757705210605147	0.000270038703509057
QuimioAutotrofos	X064..16.0	0.754884814036187	0.000293364300340659
COT.1	X064..16.0	0.769693503047817	0.000187514745136452
X087..17.0.10.methyl	X071..15.0.3OH	0.710145374977847	0.000959643379578656
Afipia	X071..15.0.3OH	0.998660429623809	0
Paenibacillus	X071..15.0.3OH	0.710851651309037	0.000943439813109404
X076..17.0.ANTEISO	X072..ANTEISO.17.1.w9c	0.996245980862828	0
X081..17.0.CYCLO	X072..ANTEISO.17.1.w9c	0.815272828455816	3.75044428220228e-05
Mesorhizobium	X072..ANTEISO.17.1.w9c	0.975513553235354	6.01851901649297e-12
Massilia	X072..ANTEISO.17.1.w9c	0.743969398696083	0.000400283892174835
Ammoniphilus	X072..ANTEISO.17.1.w9c	0.996650755197716	0
Shigella	X072..ANTEISO.17.1.w9c	0.996650755197716	0
No	X072..ANTEISO.17.1.w9c	0.996650755197716	0
QuimioAutotrofos	X072..ANTEISO.17.1.w9c	0.995025746453882	0
COT.1	X072..ANTEISO.17.1.w9c	0.746307013318841	0.00037499225383697
Nt.1	X072..ANTEISO.17.1.w9c	0.948700831074538	2.05196060143464e-09
Steroidobacter	X075..17.0.ISO	0.730508398106732	0.000575500304044851
Acetobacter	X075..17.0.ISO	0.730508398106732	0.000575500304044851
Dehalococcoides	X075..17.0.ISO	0.730508398106732	0.000575500304044851
Act.Nitrificante	X075..17.0.ISO	0.716915576215507	0.000813465153584936
X081..17.0.CYCLO	X076..17.0.ANTEISO	0.819819016192976	3.11991582115922e-05
Mesorhizobium	X076..17.0.ANTEISO	0.978990478927043	1.78701498043665e-12
Massilia	X076..17.0.ANTEISO	0.75799282969913	0.000267750410285483
Ammoniphilus	X076..17.0.ANTEISO	0.999381346452766	0
Shigella	X076..17.0.ANTEISO	0.999381346452766	0
No	X076..17.0.ANTEISO	0.999381346452766	0
QuimioAutotrofos	X076..17.0.ANTEISO	0.996930905523385	0
COT.1	X076..17.0.ANTEISO	0.758899374444789	0.000260644542882327
Nt.1	X076..17.0.ANTEISO	0.933902618519602	1.48687049339458e-08
Deinococcus	X078..17.1.w8c	0.852257337498054	7.10367275846835e-06
Steroidobacter	X078..17.1.w8c	0.875104089089527	1.99759775965092e-06
Acetobacter	X078..17.1.w8c	0.875104089089527	1.99759775965092e-06
Dehalococcoides	X078..17.1.w8c	0.875104089089527	1.99759775965092e-06
Mesorhizobium	X081..17.0.CYCLO	0.798723063830872	7.04570744893829e-05
Ammoniphilus	X081..17.0.CYCLO	0.822050459218109	2.84510328034671e-05
Shigella	X081..17.0.CYCLO	0.822050459218109	2.84510328034671e-05
Aerobios	X081..17.0.CYCLO	0.717094668986949	0.000809866433998829
No	X081..17.0.CYCLO	0.822050459218109	2.84510328034671e-05
QuimioAutotrofos	X081..17.0.CYCLO	0.812276494701409	4.22285003269796e-05
Nt.1	X081..17.0.CYCLO	0.729331714266827	0.00059346899706858
X084..16.1.2OH	X083..17.0	0.994296590021266	0
Couchioplanes	X083..17.0	0.980196058819607	1.11821663040246e-12
Rhodobaca	X083..17.0	0.980196058819607	1.11821663040246e-12
Couchioplanes	X084..16.1.2OH	0.959253310750654	3.36168648473745e-10
Rhodobaca	X084..16.1.2OH	0.959253310750654	3.36168648473745e-10
Afipia	X087..17.0.10.methyl	0.714602820084872	0.000861149954558105
Acidiferrimicrobium	X087..17.0.10.methyl	0.73803598209624	0.000470989764401075
Rhodomicrobium	X090..18.3.w6c..6	0.721496258011086	0.000725504140665301
Couchioplanes	X090..18.3.w6c..6	0.722246895191407	0.000711877927394911
Rhodobaca	X090..18.3.w6c..6	0.722246895191407	0.000711877927394911
X096..18.0	X091..18.0iso	0.75560241441744	0.000287274461123754
Micromonospora	X091..18.0iso	0.840184070982659	1.27936095490888e-05
Paenibacillus	X091..18.0iso	0.922617282317426	5.06105868325335e-08
Cupriavidus	X091..18.0iso	0.840184070982659	1.27936095490888e-05
Dyella	X091..18.0iso	0.840184070982659	1.27936095490888e-05
X100..TBSA.10Me18.0	X092..18.1.w9c	0.830414089347874	1.99067961057509e-05
X111..20.4.w6	X092..18.1.w9c	0.82364074394899	2.66210197392702e-05
Spirochaeta	X092..18.1.w9c	0.732519724753521	0.000545840899475625
Geothrix	X092..18.1.w9c	0.732519724753521	0.000545840899475625
Iamia	X092..18.1.w9c	0.732519724753521	0.000545840899475625
Desulfosporomusa	X092..18.1.w9c	0.732519724753521	0.000545840899475625
Verrucosispora	X092..18.1.w9c	0.732519724753521	0.000545840899475625
Spirochaeta	X093..18.1.w7c	0.809692105743184	4.67012381322185e-05
Geothrix	X093..18.1.w7c	0.809692105743184	4.67012381322185e-05
Iamia	X093..18.1.w7c	0.809692105743184	4.67012381322185e-05
